1	5
2	14
3	1
4	4
5	7
6	4
7	11
8	7
9	10
10	11
11	14
12	3
13	18
14	12
15	14
16	15
17	5
18	18
19	3
20	1
21	4
22	12
23	5
24	3
25	19
26	16
27	2
28	1
29	17
30	1
31	16
32	18
33	13
34	10
35	2
36	2
37	14
38	4
39	12
40	17
41	5
42	19
43	1
44	16
45	5
46	15
47	17
48	17
49	5
50	16
51	14
52	18
53	19
54	12
55	6
56	2
57	18
58	5
59	7
60	6
61	1
62	15
63	1
64	12
65	1
66	1
67	15
68	10
69	11
70	18
71	18
72	3
73	11
74	10
75	14
76	10
77	17
78	1
79	1
80	7
81	1
82	3
83	18
84	18
85	15
86	4
87	13
88	15
89	17
90	19
91	8
92	18
93	15
94	17
95	1
96	12
97	17
98	2
99	6
100	10
101	18
102	15
103	18
104	10
105	19
106	10
107	12
108	10
109	4
110	7
111	15
112	1
113	11
114	10
115	15
116	13
117	11
118	14
119	17
120	5
121	12
122	10
123	1
124	13
125	4
126	14
127	17
128	15
129	12
130	5
131	15
132	3
133	11
134	10
135	4
136	10
137	7
138	3
139	1
140	14
141	17
142	6
143	19
144	17
145	18
146	5
147	1
148	5
149	17
150	11
151	14
152	10
153	11
154	4
155	16
156	15
157	3
158	8
159	1
160	18
161	5
162	15
163	11
164	7
165	15
166	2
167	13
168	3
169	5
170	10
171	14
172	16
173	17
174	15
175	11
176	2
177	17
178	14
179	1
180	7
181	18
182	13
183	17
184	15
185	12
186	11
187	4
188	13
189	5
190	19
191	15
192	3
193	3
194	13
195	12
196	7
197	13
198	7
199	5
200	3
201	5
202	10
203	1
204	10
205	12
206	12
207	6
208	15
209	4
210	14
211	8
212	12
213	13
214	1
215	14
216	19
217	8
218	5
219	14
220	5
221	14
222	18
223	13
224	17
225	1
226	1
227	18
228	15
229	15
230	15
231	4
232	5
233	11
234	16
235	14
236	6
237	5
238	5
239	17
240	4
241	1
242	15
243	11
244	7
245	7
246	14
247	8
248	17
249	3
250	8
251	11
252	17
253	5
254	10
255	5
256	10
257	5
258	1
259	5
260	12
261	11
262	3
263	1
264	1
265	5
266	16
267	15
268	15
269	1
270	5
271	12
272	15
273	18
274	19
275	16
276	4
277	4
278	16
279	17
280	17
281	10
282	14
283	11
284	2
285	14
286	12
287	14
288	13
289	3
290	2
291	3
292	14
293	17
294	14
295	1
296	10
297	14
298	18
299	17
300	10
301	4
302	7
303	1
304	1
305	14
306	16
307	16
308	1
309	13
310	5
311	12
312	5
313	16
314	11
315	19
316	11
317	7
318	16
319	7
320	15
321	14
322	4
323	1
324	5
325	2
326	12
327	1
328	3
329	17
330	17
331	4
332	14
333	5
334	18
335	19
336	10
337	17
338	10
339	2
340	3
341	15
342	4
343	17
344	1
345	15
346	8
347	19
348	19
349	14
350	4
351	17
352	14
353	5
354	9
355	5
356	11
357	8
358	1
359	11
360	1
361	5
362	19
363	17
364	8
365	10
366	15
367	2
368	3
369	11
370	4
371	13
372	8
373	17
374	16
375	15
376	5
377	15
378	15
379	19
380	19
381	1
382	1
383	1
384	19
385	15
386	11
387	19
388	6
389	11
390	11
391	1
392	19
393	18
394	2
395	12
396	7
397	9
398	11
399	14
400	1
401	17
402	15
403	12
404	18
405	19
406	14
407	18
408	5
409	9
410	15
411	14
412	19
413	11
414	15
415	15
416	2
417	2
418	18
419	4
420	11
421	8
422	2
423	19
424	13
425	3
426	11
427	11
428	15
429	13
430	8
431	12
432	12
433	3
434	11
435	6
436	14
437	15
438	10
439	16
440	15
441	17
442	8
443	10
444	11
445	14
446	14
447	13
448	11
449	3
450	12
451	18
452	4
453	6
454	15
455	12
456	5
457	12
458	3
459	2
460	15
461	10
462	1
463	17
464	9
465	14
466	1
467	16
468	2
469	4
470	5
471	1
472	16
473	14
474	19
475	17
476	19
477	12
478	18
479	16
480	19
481	15
482	8
483	16
484	15
485	6
486	2
487	1
488	2
489	13
490	17
491	19
492	5
493	4
494	12
495	10
496	14
497	15
498	14
499	1
500	15
501	17
502	3
503	15
504	2
505	7
506	5
507	16
508	3
509	14
510	15
511	2
512	17
513	15
514	8
515	19
516	18
517	17
518	12
519	1
520	3
521	17
522	14
523	1
524	17
525	15
526	3
527	11
528	5
529	16
530	4
531	19
532	12
533	11
534	17
535	14
536	11
537	19
538	5
539	12
540	11
541	16
542	10
543	3
544	9
545	14
546	5
547	11
548	14
549	18
550	12
551	12
552	14
553	17
554	7
555	17
556	11
557	1
558	10
559	19
560	1
561	8
562	10
563	8
564	12
565	3
566	11
567	15
568	14
569	13
570	11
571	19
572	2
573	4
574	19
575	17
576	14
577	11
578	5
579	13
580	10
581	10
582	16
583	2
584	14
585	3
586	12
587	8
588	14
589	16
590	16
591	16
592	13
593	17
594	17
595	10
596	4
597	1
598	3
599	15
600	12
601	15
602	19
603	2
604	18
605	17
606	17
607	2
608	19
609	17
610	19
611	8
612	12
613	1
614	1
615	5
616	19
617	1
618	14
619	12
620	5
621	19
622	8
623	16
624	15
625	6
626	18
627	14
628	3
629	17
630	14
631	15
632	10
633	3
634	7
635	1
636	10
637	17
638	17
639	4
640	14
641	17
642	3
643	18
644	17
645	2
646	7
647	5
648	1
649	10
650	17
651	1
652	15
653	11
654	15
655	2
656	1
657	11
658	5
659	6
660	2
661	2
662	10
663	1
664	2
665	1
666	1
667	7
668	16
669	17
670	6
671	15
672	11
673	17
674	14
675	16
676	4
677	2
678	1
679	2
680	4
681	10
682	7
683	17
684	4
685	12
686	11
687	7
688	14
689	7
690	12
691	10
692	3
693	14
694	10
695	12
696	10
697	4
698	13
699	2
700	17
701	8
702	6
703	5
704	9
705	14
706	1
707	10
708	6
709	10
710	12
711	15
712	1
713	17
714	7
715	11
716	11
717	19
718	15
719	19
720	14
721	5
722	15
723	12
724	6
725	16
726	1
727	7
728	16
729	17
730	6
731	15
732	11
733	1
734	2
735	18
736	2
737	18
738	18
739	10
740	7
741	11
742	11
743	16
744	12
745	4
746	6
747	6
748	17
749	19
750	19
751	11
752	1
753	2
754	18
755	3
756	8
757	15
758	7
759	16
760	11
761	5
762	5
763	14
764	6
765	19
766	14
767	2
768	1
769	17
770	10
771	12
772	13
773	3
774	1
775	15
776	15
777	6
778	15
779	12
780	13
781	18
782	14
783	2
784	17
785	11
786	11
787	18
788	4
789	3
790	6
791	3
792	16
793	9
794	5
795	4
796	10
797	2
798	15
799	14
800	16
801	1
802	9
803	3
804	11
805	18
806	2
807	14
808	11
809	8
810	19
811	12
812	17
813	1
814	11
815	2
816	4
817	18
818	16
819	4
820	2
821	10
822	12
823	1
824	10
825	9
826	17
827	16
828	17
829	3
830	3
831	5
832	14
833	15
834	12
835	17
836	4
837	2
838	14
839	12
840	7
841	15
842	4
843	12
844	15
845	19
846	3
847	16
848	6
849	3
850	2
851	5
852	15
853	11
854	19
855	11
856	8
857	15
858	2
859	15
860	18
861	5
862	14
863	7
864	15
865	5
866	19
867	2
868	13
869	5
870	17
871	12
872	6
873	4
874	4
875	13
876	15
877	2
878	3
879	4
880	6
881	11
882	15
883	5
884	17
885	10
886	3
887	8
888	15
889	15
890	15
891	10
892	1
893	17
894	5
895	8
896	18
897	6
898	9
899	1
900	8
901	18
902	1
903	2
904	3
905	18
906	9
907	18
908	13
909	14
910	18
911	18
912	15
913	14
914	15
915	17
916	9
917	12
918	17
919	15
920	2
921	8
922	5
923	6
924	1
925	3
926	7
927	4
928	5
929	10
930	10
931	17
932	15
933	5
934	11
935	19
936	2
937	4
938	3
939	4
940	2
941	15
942	8
943	4
944	14
945	4
946	15
947	13
948	12
949	11
950	19
951	14
952	19
953	17
954	19
955	14
956	1
957	13
958	8
959	15
960	11
961	15
962	12
963	3
964	7
965	3
966	11
967	1
968	1
969	2
970	2
971	12
972	11
973	6
974	1
975	12
976	9
977	2
978	17
979	2
980	18
981	17
982	16
983	6
984	9
985	6
986	12
987	17
988	15
989	17
990	7
991	1
992	3
993	15
994	14
995	14
996	8
997	2
998	13
999	1
1000	10
1001	10
1002	6
1003	18
1004	1
1005	18
1006	15
1007	18
1008	3
1009	7
1010	3
1011	15
1012	18
1013	3
1014	14
1015	18
1016	4
1017	17
1018	3
1019	2
1020	17
1021	10
1022	10
1023	12
1024	13
1025	8
1026	19
1027	18
1028	10
1029	17
1030	11
1031	15
1032	6
1033	12
1034	17
1035	12
1036	16
1037	13
1038	19
1039	13
1040	12
1041	14
1042	13
1043	17
1044	1
1045	2
1046	17
1047	16
1048	14
1049	17
1050	10
1051	10
1052	17
1053	13
1054	2
1055	11
1056	2
1057	18
1058	11
1059	13
1060	7
1061	5
1062	18
1063	14
1064	10
1065	16
1066	11
1067	13
1068	19
1069	12
1070	17
1071	16
1072	14
1073	11
1074	15
1075	2
1076	19
1077	11
1078	3
1079	8
1080	13
1081	5
1082	10
1083	13
1084	3
1085	15
1086	2
1087	13
1088	15
1089	17
1090	14
1091	8
1092	19
1093	2
1094	8
1095	2
1096	17
1097	2
1098	1
1099	3
1100	12
1101	3
1102	5
1103	2
1104	7
1105	12
1106	6
1107	2
1108	7
